ID,MODEL,MAKE,DESCRIPTIO,FLASH,CATEGORY,LOCATION,CLASS,BARCODESKU,UM,LIST,RETAIL,SYSTEM,DEALER,JOBBER,COST,AVG_COST,TEMP_COST,TEMP_DATE,TAXABLE,SPIFF,VENDOR1_ID,VENDOR1_PA,VENDOR2_ID,VENDOR2_PA,ON_HAND,COMMITED,MAX_STOCK,RO_POINT,RO_QUAN,ON_ORDER,EXP_ACCT,SOLD_MONTH,SOLD_YEAR,MTD_AMOUNT,YTD_AMOUNT,SUGG_TYPE,MOUNT_SIZE,DISP_LOC,FEATURES1,FEATURES2,FEATURES3,FEATURES4,FEATURES5,FEATURES6,DEFECTIVE,DEF_MONTH,DEF_YEAR,MEMO,PICTURE,LAST_UPD,HQ_INVC,FORCE_SER,TAX_MISC,ACTIVE_ITM,CELL_ITEM,PAGE_ITEM,VNDR1_NAME,VNDR1_PHON,VNDR2_NAME,VNDR2_PHON,SHOW_ON_MTC,STORE_NUM,LAST_USER,LAST_DATE,LAST_TIME,MANU_SPIFF,MANU_SPIFF_AMOUNT,MANU_SPIFF_ID,MANU_SPIFF_NAME,MANU_SPIFF_TYPE,MANU_SPIFF_INFO1,MANU_SPIFF_INFO2,NONTAXABLE,CHARGE_ADDITIONAL_TAX,ADDITIONAL_TAX,MANU_SPIFF_SALES_AMOUNT,REC_DELETED,GL_SALES,GL_INVENTORY,GL_CostOfSales,MANU_SPIFF_ALT_PROMPT1,MANU_SPIFF_ALT_PROMPT2,DATE_LAST_SOLD,PROMPT_FOR_COST,ONLINE,ITEM_PICTURE
"360160636625642","1140","EXTANG","TAILGATE SEAL","","TONNEAU","","SEAL","01-01-21","EACH",35,35,35,35,19.88,13.26,13.26,,"",,,"0401","1140","1066","1140",0,0,5,,-9,9,"",88,88,2183.02,2183.02,"","","","","","","","","",,0,0,"","","","",,,True,,,"Keystone Automotive","(800) 521-0401","Extang Corporation","(800) 326-1982",,"","","1/4/2022","10:21:03 AM",,,"","","",,,,,,,"","","","","","","","",,""
"361039929828604","3370","MR GASKET","ANCHOR TRAX TIE DOWN","SINGLE TIE DOWN","TIE DOWNS","","RINGS","","",19.95,19.95,19.95,19.95,11.99,8,8.3175,,"",,,"0401","3370","","3370",2,0,4,,-5,,"",4,4,59.9,59.9,"","","","","","","","","",,0,0,"","","","",,,True,,,"Keystone Automotive","(800) 521-0401","","",,"","","2/12/2020","11:51:01 AM",,,"","","",,,,,,,"","","","","","","","",,""
"361040025781838","3376","MR GASTKET","ANCHOR TRAX 6' BLK TRACK","1 - 6' TRACK SECTION","TIE DOWNS","","TRACK","","",53.99,53.99,53.99,53.99,53.99,32.59,32.302,,"",,,"0401","3376","","3376",,6,2,,-4,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","",,,True,,,"Keystone Automotive","(800) 521-0401","","",,"","","1/7/2013","12:24:16 PM",,,"","","",,,,,,,"","","","","","","","",,""
"361040130875372","3375","MR GASKET","ANCHOR TRAX KIT","2 - 12' TRACKS AND 2 TIE DOWNS","TIE DOWNS","","TRACK","","",41.99,41.99,41.99,41.99,41.99,25.45,25.45,,"",,,"0401","3375","","3375",,,1,,1,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","",,,True,,,"Keystone Automotive","(800) 521-0401","","",,"","","1/7/2013","12:24:16 PM",,,"","","",,,,,,,"","","","","","","","",,""
"361044315265504","1130308091","FX SIDEBARS","09-C F150 EXT SS SIDEBARS","Labor $75.00","STEPS","","BARS","","",295.95,295.95,310,275,239.96,149.99,149.99,,"",,,"0401","1130308091","","1130308091",0,,2,,-2,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","",False,,True,,,"Keystone Automotive","(800) 521-0401","","",,"","","1/7/2013","12:24:16 PM",,,"","","",,,,,,,"","","","","","","","",,""
"362248571593434","419","WOLO","HORN 'BAD BOY' BLACK","","AUDIO","","HORN","","",89.95,89.95,86,81,0,45.09,45.09,,"",,,"0401","419","","419",,,,,-1,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","",False,,True,,,"Keystone Automotive","(800) 521-0401","","",,"","","1/7/2013","12:24:16 PM",,,"","","",,,,,,,"","","","","","","","",,""
"362359815296897","80503","WEATHERTECH","09-C RAM QD/CRW FRONT","NOT REG. CAB","2 PC DRK","","RAIN GUARD","","",74.95,74.95,74.95,67.45,63.71,44.6,44.6,,"",,,"0401","80503","","80503",1,0,2,0,-2,0,"",1,1,60,60,"","","","","","","","","",,0,0,"","","","",False,,True,,,"Keystone Automotive","(800) 521-9999","Mac Neil Automotive","(630) 769-0300",,"","","10/1/2021","4:21:58 PM",,,"","","",,,,,,,"","","","","","","","",,""
"362361599093886","82503","WEATHERTECH","09-C DODGE RAM CREW CAB RGRDS","","4 PC DRK","","RAIN GUARD","","",114.95,114.95,112,109.95,97.71,69.37,73.28,,"",,,"0401","82503","","82503",0,0,2,0,-2,0,"",25,25,2618,2618,"","","","","","","","","",,0,0,"","","","",False,,True,,,"Keystone Automotive","(800) 521-9999","Mac Neil Automotive","(630) 769-0300",,"","","2/15/2022","9:40:21 AM",,,"","","",,,,,,,"","","","","","","","",,""
"362361734000443","84503","WEATHERTECH","09-C DODGE RAM EXT/QUAD CAB RGRDS","","4 PC DRK","","RAIN GUARD","","",114.95,114.95,112,109.95,97.71,69.37,70.48,,"",,,"0401","84503","","84503",2,0,1,0,0,0,"",14,14,1574.4,1574.4,"","","","","","","","","",,0,0,"","","","",False,,True,,,"Keystone Automotive","(800) 521-9999","Mac Neil Automotive","(630) 769-0300",,"","","10/1/2021","4:28:48 PM",,,"","","",,,,,,,"","","","","","","","",,""
"363358249859393","62-U5070","RANGER","ALUM PARTSKEEP W/ HOLDER 14x17x5.5",".5 HOUR LABOR / QUICK SHIP","STORAGE","","STORAGE","01-01-22","EACH",159,159,159,143.1,138.26,92.22,92.22,,"",,,"5321","5070","","5070",3,0,1,,-7,0,"",96,96,10307.08,10307.08,"","","","There is 1 R5070 mounted with the package inside the Transit Connect","","","","","",,,,"ALUMINUM 7 LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","6/29/2022","8:58:03 AM",,,"","","",,,,,,,"","","","","","","","",,""
"3637504764849","PLUGKIT25X","FX BEDLINER","PLUG KIT FOR TIEDOWN HOLES (4)","","TRUCK BED","","LINER","","",14.95,14.95,14.95,14.95,8.56,5.71,5.71,,"",,,"0401","PLUGKIT25X","","PLUGKIT25X",3,,,,-3,,"",0,0,0,0,"","","","","","","","","",,,,"","","","",False,,True,,,"Keystone Automotive","(800) 521-0401","","",,"","","1/24/2013","10:11:34 AM",,,"","","",,,,,,,"","","","","","","","",,""
"364442005046353","23011ZX","FX BEDLINER","04-14 F150 6.5' UTR BEDLINER","LABOR $25","TRUCK BED","","LINER","","",165,165,165,155,137.36,86.15,83.5425,,"",,,"0401","23011ZX","","23011ZX",1,0,1,,6,0,"",48,48,7834.08,7834.08,"","","","","","","","","",,0,0,"","","","",False,,True,,,"Keystone Automotive","(800) 521-0401","","",,"","","3/21/2018","4:08:04 PM",,,"","","",,,,,,,"","","","","","","","",,""
"364456072312483","250-8131","ROSTRA","5' COLOR MONITOR STEM MOUNTED","","SAFETY","","BACKUPCAM","","",304,300,290,270,227.89,152.5,143,,"",,,"4853","250-8131","","250-8131",-1,0,2,,11,0,"",9,9,2322.29,2322.29,"","","","","","","","","",2,1,1,"","","","",False,,True,,,"Rostra","(800) 782-3379","","",,"","","12/21/2021","10:33:33 AM",,,"","","",,,,,,,"","","","","","","","",,""
"364762450312618","8008106","YAKIMA","66' RACK AND ROLL TRAILER","","TRAILER","","TRAILER","01-01-22","EACH",2749,2749,2749,2749,2679.16,1787,1600,,"",,,"1250","8008106","0401","8008106",1,0,0,0,-5,1,"",6,6,12995,12995,"","","","","","","","","",,,,"","","","",False,,True,,,"Yakima","(888) 925-4621","Keystone Automotive","(800) 521-9999",,"","","1/13/2022","6:38:32 PM",,,"","","",,,,,,,"","","","","","","","",,""
"367532772390628","BUNGEE32","DM","32' BUNGEE w/ METAL HOOKS","","TIE DOWNS","","BUNGEE","","",4,4,4,4,4,1.1,1.1,,"",,,"1061","BUNGEE32","","BUNGEE32",3,,8,,12,,"",0,0,0,0,"","","","","","","","","",,,,"","","","",False,,True,,,"D & M Distributors, Inc.","","","",,"","","1/11/2013","3:24:41 PM",,,"","","",,,,,,,"","","","","","","","",,""
"368239863296312","250-1800-2B","ROSTRA","PARK PILOT BACK UP DETECTION","","SAFETY","","REV SENSOR","","",132,132,132,132,132,66,,,"",,,"4853","250-1800-2B","","250-1800-2B",1,0,0,,3,0,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","",,,True,,,"Rostra","(800) 782-3379","","",,"","","8/20/2019","1:25:29 PM",,,"","","",,,,,,,"","","","","","","","",,""
"368546305546101","18809","BEDSLIDE","SPACER KIT FOR TAILGATE STEP","","PARTS","","BED SLIDE","","",125,125,125,115,103.45,69,69,,"",,,"7177","18809","","18809",2,,1,,-2,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","",False,,True,,,"A.r.e.","(800) 824-9561","","",,"","","9/28/2021","11:22:12 AM",,,"","","",,,,,,,"","","","","","","","",,""
"37134122940616","RSIH1212GS","UNDERCOVER","GAS PROPS","","HARD COVER","","PROPS","","",39.95,39.95,39.95,36,29.85,19.91,20.84,,"",,,"0401","RSIH1212GS","","RSIH1212GS",1,0,1,,-11,0,"",56,56,2102.67,2102.67,"","","","","","","","","",,0,0,"","","","",False,,True,,,"Keystone Automotive","(800) 521-0401","","",,"","","4/18/2022","4:31:59 PM",,,"","","",,,,,,,"","","","","","","","",,""
"371435615500565","CH-48530","CTW","COLE HERSEE SMART ISOLATOR","200A/85A CONTINUOUS","SUPPLIES","","MISC","","",230,230,230,220,151.77,159,127.57,,"",,,"3004","CH-48530","","CH-48530",-1,2,1,,-5,4,"",18,18,3193.32,3193.32,"","","","","","","","","",,0,0,"","","","",False,,True,,,"Ctw Electrical Co., Inc.","(614) 207-0094","","",,"","","4/20/2022","2:32:07 PM",,,"","","",,,,,,,"","","","","","","","",,""
"371462907593690","V25940","VENTSHADE","09-C F150 BUGFLECTOR II","","HOODSHIELD","","HOODSHIELD","","",74.95,74.95,74.95,67.45,71,42.6,44.25,,"",,,"0401","V25940","","V25940",-1,0,,,2,,"",4,4,299.8,299.8,"","","","","","","","","",,0,0,"","","","",False,,True,,,"Keystone Automotive","(800) 521-0401","","",,"","","3/22/2019","1:38:17 PM",,,"","","",,,,,,,"","","","","","","","",,""
"371562796953109","5066-8","RANGER","ALUM SPNTR 8 DRW CABINET 24x18x56","1 HOUR LABOR / QUICK SHIP","DRAWERS","","DRAWERS","01-01-22","EACH",3549,3549,3549,3194.1,3086.09,2058.42,1458.12,,"",,,"5321","5066-8","","5066-8",0,0,0,,2,0,"",1,1,1800,1800,"","","","","","","","","",,,,"ALUMINUM 168 LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","5/5/2022","2:37:46 PM",,,"","","",,,,,,,"","","","","","","","",,""
"372341203765173","250-8212","ROSTRA","7' COLOR MONITOR DASH MNT","","SAFETY","","BACKUPCAM","","",210,210,210,190,159.6,106.45,106.45,,"",,,"4853","250-8212","","250-8212",0,0,1,,-2,0,"",5,5,1212.84,1212.84,"","","","","","","","","",,0,0,"","","","",,,True,,,"Rostra","(800) 782-3379","","",,"","","9/10/2019","2:20:17 PM",,,"","","",,,,,,,"","","","","","","","",,""
"372341283515796","250-8101A","ROSTRA","COLOR AJD. CAMERA","","SAFETY","","BACKUPCAM","","",282.46,282.46,256.78,235.38,211.74,141.23,141.23,,"",,,"4853","250-8101A","","250-8101A",0,,1,,1,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","",,,True,,,"Rostra","(800) 782-3379","","",,"","","8/20/2019","1:44:09 PM",,,"","","",,,,,,,"","","","","","","","",,""
"373057894578274","6072","RANGER","8' SWIVEL HOOK/3' OPENING",".25 HOUR LABOR / QUICK SHIP","ACCESSORY","","ACCESSORY","09-01-21","EACH",40,40,40,36,34.78,23.2,22.3258,,"",,,"5321","6072","","6072",21,9,4,,-15,16,"",132,132,3912.72,3912.72,"","","","","","","","","",,,,"ALUMINUM 1 LB","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","7/20/2022","11:11:30 AM",,,"","","",,,,,,,"","","","","","","","",,""
"373062873046511","6061","RANGER","ALUM DEEP 2 SLOT PAPER HOLDER",".25 HOUR LABOR / QUIK SHIP","ACCESSORY","","ACCESSORY","01-01-22","EACH",119,119,119,107.1,103.48,69.02,48.14,,"",,,"5321","6061","","6061",0,0,1,,0,0,"",5,5,392.3,392.3,"","","","","","","","","",,,,"ALUMINUM 2 LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","1/11/2022","3:24:19 PM",,,"","","",,,,,,,"","","","","","","","",,""
"373063112234670","6063","RANGER","ALUM DEEP 5 SLOT PAPER HOLDER",".25 HOUR LABOR / QUICK SHIP","ACCESSORY","","ACCESSORY","01-01-22","EACH",239,239,239,215.1,207.83,138.62,144.4127,,"",,,"","6063","","6063",14,3,1,,-21,0,"",283,283,44611.201,44611.201,"","","","","","","","","",,,,"ALUMINUM 7 LBS","","","",,,True,,,"RANGER","","","",,"","","7/21/2022","3:15:15 PM",,,"","","",,,,,,,"","","","","","","","",,""
"37306331028180","6067","RANGER","ALUM STANDARD 2 SLOT PAPER HOLDER",".25 HOUR LABOR","ACCESSORY","","ACCESSORY","01-01-22","EACH",119,119,119,107.1,103.48,69.02,46.98,,"",,,"","6067","","6067",0,0,1,,-2,0,"",4,4,291.6,291.6,"","","","","","","","","",,,,"ALUMINUM 3 LBS","","","",,,True,,,"RANGER","","","",,"","","1/11/2022","3:40:29 PM",,,"","","",,,,,,,"","","","","","","","",,""
"373434495609220","16-U6079","RANGER","ALUM 6' TRANSPORT TUBE DOOR KIT","1 HOUR LABOR / QUICK SHIP","STORAGE","","ACCESSORY","01-01-22","EACH",260,260,260,234,226.09,150.8,150.8,,"",,,"","16-U6079","","16-U6079",1,0,2,,4,0,"",65,65,11316.172,11316.172,"","","","","","","","","",,,,"ALUMINUM 8 LBS","","","",,,True,,,"RANGER","","","",,"","","6/16/2022","1:42:15 PM",,,"","","",,,,,,,"","","","","","","","",,""
"37366098489087","250-1814-4F","ROSTRA","BACK-UP SYSTEM FLAT 4-SENSORS","** FYDA GETS SYSTEM PRICING **","SAFETY","","REV SENSOR","","",250,225,195,195,150,75,75,,"",,,"4853","250-1814-4F","","250-1814-4F",2,0,0,,0,0,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","",,,True,,,"Rostra","(800) 782-3379","","",,"","","8/20/2019","1:28:37 PM",,,"","","",,,,,,,"","","","","","","","",,""
"373661175687745","JCW-250-2569","ROSTRA","CARBIDE HOLE SAW FOR SENSORS","","SAFETY","","PARTS","","",90,90,90,90,67.47,45,45,,"",,,"","250-2569","","250-2569",,,,,,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","",,,True,,,"ROSTRA","","","",,"","","1/7/2013","12:24:17 PM",,,"","","",,,,,,,"","","","","","","","",,""
"376359374859886","0703-0370","RAPTOR","09-C F150 CREW SS OVAL SIDEBARS","","STEPS","","BARS","","",525,495,485,450,390,273,273,,"",,,"","0703-0370","","0703-0370",0,,1,,1,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","",,,True,,,"Meyer Distributing","(800) 456-3451","","",,"","","1/7/2013","12:24:15 PM",,,"","","",,,,,,,"","","","","","","","",,""
"376544079562155","CV00509","PARKIN","PASS SIDE TRANSIT CONNECT SLIDER","","WINDOWS","","WINDOWS","","",445,445,445,425,347.68,231.9,231.9,,"",,,"7574","CV00509","","CV00509",0,0,,,1,0,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","",,,True,,,"Parkin Accessories","(800) 637-8938","","",,"","","5/30/2017","9:22:26 AM",,,"","","",,,,,,,"","","","","","","","",,""
"376544212968600","CV00508","PARKIN","DRV SIDE TRANSIT CONNECT SLIDER","","WINDOWS","","WINDOWS","","",445,445,445,425,347.68,231.9,231.9,,"",,,"7574","CV00508","","CV00508",0,0,,,1,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","",,,True,,,"Parkin Accessories","(800) 637-8938","","",,"","","12/18/2014","12:36:57 PM",,,"","","",,,,,,,"","","","","","","","",,""
"37783899903193","OC7456C","OWENS","4' BRT.EXTRD.56' CAB/DOOR LENGTH","** WITH ENDCAPS ***","BOARDS","","BOARDS","","",220,220,215,200,178.79,119.25,119.25,,"",,,"","OC7456C","","OC7456C",1,0,1,,,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","",,,True,,,"OWENS","","Meyer Distributing","(800) 456-3451",,"","","1/7/2013","12:24:17 PM",,,"","","",,,,,,,"","","","","","","","",,""
"377843758656617","16091-XX","A.R.E.","MPH Set of 2 Keys","","KEYS","","PARTS","11-01-21","PAIR",10.98,10.98,10.98,10.98,5.49,3.66,3.2982,,"",,,"7177","16091(01-20)","","16091(01-20)",22.5,0,20,0,-23.5,1,"",55.5,55.5,509.37,509.37,"","","","","","","","","",,0,0,"(01-20)","","","",False,,True,,,"A.r.e.","(800) 824-9561","","",,"","","7/22/2022","2:14:12 PM",,,"","","",,,,,,,"","","","","","","","",,""
"378438427500638","6418","POWERFLOW","PRO-FIT MUD GRDS MOST SMALL VEHICL","","MUD GUARDS","","MUD GUARDS","","",44.95,44.95,44.95,40,33.66,26.43,13.215,,"",,,"0401","6418","","6418",1,0,1,,8,0,"",17,17,634.65,634.65,"","","","","","","","","",,0,0,"","","","",,,True,,,"Keystone Automotive","(800) 521-0401","","",,"","","5/20/2022","2:40:34 PM",,,"","","",,,,,,,"","","","","","","","",,""
"382954811921584","PA-16687PNT","A.R.E.","LSII MPH E-LOCK PAINTED","","HANDLES","","PARTS","11-01-21","EACH",234.14,234.14,234.14,234.14,195.03,130.08,109.01,,"",,,"7177","PA-16687PNT","","PA-16687PNT",0,0,1,0,1,0,"",0,0,0,0,"","","","","","","","","",,,,"Painted","","","",,,True,,,"A.r.e.","(800) 824-9561","","",,"","","1/12/2022","11:40:09 AM",,,"","","",,,,,,,"","","","","","","","",,""
"383258763890723","CPIA20","COBRA","REMOTE ON / OFF SWITCH","","ELECTRICAL","","MISC","","",29.95,29.95,29.95,29.95,29.95,13.69,13.69,,"",,,"","CPIA20","","CPIA20",0,-1,6,2,0,0,"",63,63,1946.17,1946.17,"","","","","","","","","",,,,"","","","",,,True,,,"Cobra Electronics Group","(440) 349-1501","","",,"","","8/30/2021","3:33:06 PM",,,"","","",,,,,,,"","","","","","","","",,""
"383938350015156","118159","TOW READY","UNIVERSAL 6&7 WAY MNTING BOX","","TOWING","","PARTS","","",29.95,29.95,29.95,29.95,16.06,10.71,12.8306,,"",,,"0401","118159","","118159",1,2,2,,-7,0,"",31,31,626.72,626.72,"","","","","","","","","",,,,"","","","",,,True,,,"Keystone Automotive","(800) 521-0401","","",,"","","7/12/2022","4:29:12 PM",,,"","","",,,,,,,"","","","","","","","",,""
"384261132687632","SALE","SALE","","","","","","","",,,,,,,32.7339,,"",,,"","SALE","","SALE",979,6,,,48,1,"",32,32,-4574.62,-4574.62,"","","","","","","","","",,0,0,"","","","",False,,True,,,"","","","",,"","","7/15/2022","11:03:02 AM",,,"","","",,,,,,,"","","","","","","","",,""
"384950670812777","CV00504D","PARKIN","CLRVISION TRANSIT DR/R DOOR WINDOW","","WINDOWS","","WINDOWS","","",265,265,265,245,204.94,136.696,136.69,,"",,,"7574","CV00504D","","CV00504D",1,0,2,,5,0,"",5,5,930,930,"","","","","","","","","",,0,0,"","","","",False,,True,,,"Parkin Accessories","(800) 637-8938","","",,"","","11/7/2017","12:53:55 PM",,,"","","",,,,,,,"","","","","","","","",,""
"384950935468445","CV00505P","PARKIN","CLRVISION TRANSIT PS/R DOOR WINDOW","","WINDOWS","","WINDOWS","","",265,265,265,245,204.93,136.69,136.69,,"",,,"7574","CV00505P","","CV00505P",1,0,2,,1,0,"",5,5,930,930,"","","","","","","","","",,0,0,"","","","",False,,True,,,"Parkin Accessories","(800) 637-8938","","",,"","","11/7/2017","12:53:55 PM",,,"","","",,,,,,,"","","","","","","","",,""
"386257975187895","3000175","SPAL","2DR LOCKS W/REMOTE KEYLESS","","SECURITY","","LOCKS","","",180,180,180,165,119.87,79.95,79.95,,"",,,"","3000175","","3000175",,,,,1,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","",False,,True,,,"Iowa Export-import","(800) 345-0327","","",,"","","2/20/2013","11:17:06 AM",,,"","","",,,,,,,"","","","","","","","",,""
"387","ST100L","TROYER","CURTAIN SNAP TAPE PER FT","","WINDOWS","","MISC.","ST100L","EACH",,1,0.95,0.85,0.85,0.32,0.32,,"",False,,"1142","ST100L","","",150,0,200,0,182,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","2/18/2001","Y",False,False,True,False,False,"TROYER PRODUCTS","(219) 848-4393","","",,"","","1/7/2013","12:24:17 PM",,,"","","",,,,,,,"","","","","","","","",,""
"387047409609669","T311","CENTURY","BAUER CW T-HANDLE #127","","HANDLE","","CAP PARTS","","",16.95,16.95,16.95,16.95,8.36581709145427,6.07,6.1267,,"",,,"","T311","","T311",3,0,6,3,12,0,"",196,196,2738.6,2738.6,"","","","","","","","","",,,,"","","","",False,,True,,,"CENTURY","","","",,"","","6/23/2022","12:17:31 PM",,,"","","",,,,,,,"","","","","","","","",,""
"387047523671349","T311L","CENTURY","BAUER CCW T-HANDLE #127","","HANDLE","","CAP PARTS","","",16.95,16.95,16.95,16.95,6.37,4.35,6.0491,,"",,,"","T311L","","T311L",7,0,4,2,-7,0,"",88,88,1223.64,1223.64,"","","","","","","","","",,,,"","","","",False,,True,,,"Century Distributing Inc.","(866) 222-2258","","",,"","","3/25/2022","2:00:02 PM",,,"","","",,,,,,,"","","","","","","","",,""
"387158568546488","8706","FX BUGSHIELD","07-C TUNDRA HOODSHIELD","","HOODSHIELD","","HOODSHIELD","","",69.99,69.99,67,60,46.16,30.79,31.9,,"",,,"0401","8706","","8706",2,,1,,-2,1,"",0,0,0,0,"","","","","","","","","",,,,"","","","",,,True,,,"Keystone Automotive","(800) 272-4247","","",,"","","8/28/2013","12:21:58 PM",,,"","","",,,,,,,"","","","","","","","",,""
"387540704500728","77539B","GO INDUSTRIES","07-up Blk Sprinter Grill Guard","large order freight included","FRONT","","GRILL GRD","","",578,578,525.45,495,433.28,289,296.4986,,"",,,"","77539B","","",,,,,-15,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","",False,,True,,,"Meyer Distributing","(800) 456-3451","","",,"","","1/7/2013","12:24:16 PM",,,"","","",,,,,,,"","","","","","","","",,""
"387661456968598","W-Y3202","PARKIN","3.75' CUP INSERT BLACK","","MISC.","","CUPHOLDER","","",15,15,15,15,4.5,3,3,,"",,,"7574","W-Y3202","","W-Y3202",1,0,2,,1,,"",1,1,15,15,"","","","","","","","","",,0,0,"","","","",,,True,,,"Parkin Accessories","(800) 637-8938","","",,"","","10/20/2017","12:52:00 PM",,,"","","",,,,,,,"","","","","","","","",,""
"388954090921776","8004052","YAKIMA","EVENKEEL","ROUND / SQUARE / FACTORY CROSSBARS","WATER-TOP","","WATER-TOP","01-01-22","EACH",149,149,149,149,137.93,92,86,,"",,,"1250","8004052","0401","8004052",1,0,3,0,-2,0,"",5,5,585,585,"","","","","","","","","",,,,"","","","",False,,True,,,"Yakima","(888) 925-4621","Keystone Automotive","(800) 521-9999",,"","","6/28/2022","11:06:43 AM",,,"","","",,,,,,,"","","","","","","","",,""
"391744734625660","6010","RANGER","ALUM TWO LVL ADJUST BOTTLE HOLDER","1 HOUR LABOR / QUICK SHIP","STORAGE","","STORAGE","01-01-22","EACH",334,334,334,300.6,290.43,193.72,177.1053,,"",,,"5321","6010","","6010",0,1,0,,1,0,"",62,62,15238.35,15238.35,"","","","","","","","","",,,,"ALUMINUM 4LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","6/21/2022","2:51:52 PM",,,"","","",,,,,,,"","","","","","","","",,""
"391744906078751","7124","RANGER","ALUM REEL HOLDER-TWO 5/8' RODS",".5 HOUR LABOR / QUICK SHIP","ACCESSORY","","ACCESSORY","01-01-22","EACH",252,252,252,226.8,219.13,146.16,124.12,,"",,,"5321","7124","","7124",1,0,0,,0,0,"",11,11,2031.43,2031.43,"","","","","","","","","",,,,"ALUMINUM 11 LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","4/8/2022","12:12:43 PM",,,"","","",,,,,,,"","","","","","","","",,""
"391935578921218","250-8118/8110A","ROSTRA","4.3'MON./COLOR CAM.W/PARK GRID","FYDA GETS SYS.PRICE","SAFETY","ELEC.CABINET","BACKUPCAM","","",550,550,392,460,412.29,275,275,,"",,,"4853","250-8118/8110A","","250-8118/8110A",0,0,6,,-6,0,"",0,0,0,0,"","","","","","","","","",,0,0,"NO AUDIO / TEMP.INVENTORY","","","",,,True,,,"Rostra","(800) 782-3379","","",,"","","8/20/2019","1:45:26 PM",,,"","","",,,,,,,"","","","","","","","",,""
"393452479156698","6404","POWERFLOW","UNIV. PRO FIT F&R SIZE 4 MUDFLAPS","","MUD GUARDS","","MUD GUARDS","","",29.95,29.95,29.95,29.95,29.95,10.5,11.51,,"",,,"0401","6404","","6404",1,0,,,1,0,"",4,4,119.8,119.8,"","","","","","","","","",,0,0,"","","","",,,True,,,"Keystone Automotive","(800) 272-4247","","",,"","","3/8/2022","3:12:24 PM",,,"","","",,,,,,,"","","","","","","","",,""
"393836763937458","8002410-DISC","YAKIMA","1.25' TONGUE ADAPTER","**DISCONTINUED-DELETE WHEN SOLD**","DISCONTINU","","RACK","","EACH",49,24.5,24.5,24.5,30,15,15,,"",,,"1250","8002410","0401","8002410",1,0,1,,,0,"",0,0,0,0,"","","","FITS: Bighorn 4 (Part# 02404 ONLY) KingPin 2, KingPin 4, & SlickROC","","","","","",,,,"","","","",,,True,,,"Yakima","(888) 925-4621","Keystone Automotive","(800) 521-9999",,"","","10/8/2019","9:59:28 AM",,,"","","",,,,,,,"","","","","","","","",,""
"393862810328521","MISCBUNGE","DM","BUNGEE CORD","","TIE DOWNS","","BUNGEE","","",2,2,2,2,2,0.5,0.5,,"",,,"1061","MISCBUNGE","","MISCBUNGE",2,,,,4,,"",0,0,0,0,"","","","","","","","","",,,,"","","","",,,True,,,"D & M Distributors, Inc.","","","",,"","","1/11/2013","3:30:13 PM",,,"","","",,,,,,,"","","","","","","","",,""
"393932757437679","8007208","YAKIMA","SKS LOCK CORES-8 PACK","","LOCKS","","LOCKS","12-01-18","EACH",100,100,100,100,89.96,60,60,,"",,,"1250","8007208","0401","8007208",-1,0,2,1,-7,1,"",16,16,1503,1503,"","","","","","","","","",,,,"","","","",False,,True,,,"Yakima","(888) 925-4621","Keystone Automotive","(800) 521-9999",,"","","7/7/2022","11:43:28 AM",,,"","","",,,,,,,"","","","","","","","",,""
"394551803593448","8007235","YAKIMA","HITCH LOCK W/ CORE","","LOCKS","","LOCKS","12-01-18","EACH",29,29,29,29,29,16,18,,"",,,"1250","8007235","0401","8007235",4,1,1,0,-2,1,"",14,14,377,377,"","","","","","","","","",,,,"","","","",,,True,,,"Yakima","(888) 925-4621","Keystone Automotive","(800) 521-9999",,"","","5/20/2022","3:31:01 PM",,,"","","",,,,,,,"","","","","","","","",,""
